epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4051.18,3.92686,8.04618,0.00808,0.86539,0.02181,0.01851,0.00443,3.40055,5.61667,0.00951,0.000332879,0.000332879,0.000332879
